ชื่อสาขา,เลขที่เอกสาร,รายการขาย,จำนวน,ราคาต่อหน่วย,ส่วนลดรายการ,มูลค่าก่อนภาษี,ส่วนลด,ยอดขาย,ภาษี,ราคาสุทธิ
,,4. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,5. DON002/Gyu Don (หน่วย),1,210,0,196.26,,,,
,,,,,,1528.04,1069.63,458.41,32.09,491
สนามบินดอนเมือง,ABB-001-2602/00590,2026-02-24 22:20 นางสาว OPERATION SETUP,,,,,,,,
,,1. DON006/Saba Teriyaki Don (หน่วย),1,155,0,144.86,,,,
,,2. DON008/Tori Teriyaki Don (หน่วย),2,130,0,242.99,,,,
,,,,,,387.85,271.5,116.36,8.14,125
สนามบินดอนเมือง,ABB-001-2602/00591,2026-02-24 22:23 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI006/Sushi Bento Small Set 1 (หน่วย),1,200,0,186.92,,,,
,,2. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,373.83,261.68,112.15,7.85,120
สนามบินดอนเมือง,ABB-001-2602/00592,2026-02-24 22:24 นางสาว OPERATION SETUP,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,36.45,0,36.45,2.55,39
สนามบินดอนเมือง,ABB-001-2602/00593,2026-02-24 22:24 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00594,2026-02-24 22:25 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,,,,,163.55,114.49,49.53,3.47,53
สนามบินดอนเมือง,ABB-001-2602/00595,2026-02-24 22:26 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,2. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,,,,,443.93,310.75,133.18,9.32,143
สนามบินดอนเมือง,ABB-001-2602/00596,2026-02-24 22:27 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI003/Tuna Sushi 7 pcs. (หน่วย),1,275,0,257.01,,,,
,,,,,,257.01,179.91,77.57,5.43,83
สนามบินดอนเมือง,ABB-001-2602/00597,2026-02-24 22:28 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,,,,,247.66,173.36,74.77,5.23,80
สนามบินดอนเมือง,ABB-001-2602/00598,2026-02-24 22:30 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI008/Sushi Bento  Veggie 2 (หน่วย),1,165,0,154.21,,,,
,,,,,,154.21,107.94,46.73,3.27,50
สนามบินดอนเมือง,ABB-001-2602/00599,2026-02-24 22:31 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED002/Sushi Bento Medium Set 2 (หน่วย),1,420,0,392.52,,,,
,,,,,,392.52,274.77,117.76,8.24,126
สนามบินดอนเมือง,ABB-001-2602/00600,2026-02-24 22:33 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED006/Sushi Bento Varity Aburi Rolls Set (หน่วย),1,385,0,359.81,,,,
,,2. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,,,,,719.63,503.74,215.89,15.11,231
สนามบินดอนเมือง,ABB-001-2602/00601,2026-02-24 22:34 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00602,2026-02-24 22:36 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,2. DON002/Gyu Don (หน่วย),1,210,0,196.26,,,,
,,,,,,359.81,251.87,107.94,7.56,116
สนามบินดอนเมือง,ABB-001-2602/00603,2026-02-24 22:37 นางสาว OPERATION SETUP,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00604,2026-02-24 22:39 นางสาว OPERATION SETUP,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,143.93,61.68,4.32,66
สนามบินดอนเมือง,ABB-001-2602/00605,2026-02-24 22:48 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,130.84,56.07,3.93,60
สนามบินดอนเมือง,ABB-001-2602/00606,2026-02-24 22:49 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,,,,,163.55,114.49,49.53,3.47,53
สนามบินดอนเมือง,ABB-001-2602/00607,2026-02-24 22:49 นางสาว OPERATION SETUP,,,,,,,,
,,1. DON015/Salmon Teriyaki Don (หน่วย),1,250,0,233.64,,,,
,,,,,,233.64,163.55,70.09,4.91,75
สนามบินดอนเมือง,ABB-001-2602/00608,2026-02-24 22:50 นางสาว OPERATION SETUP,,,,,,,,
,,1. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00609,2026-02-24 22:52 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,,,,,247.66,173.36,74.77,5.23,80
สนามบินดอนเมือง,ABB-001-2602/00610,2026-02-24 22:53 นางสาว OPERATION SETUP,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,,,,,163.55,114.49,49.53,3.47,53
สนามบินดอนเมือง,ABB-001-2602/00611,2026-02-24 22:55 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED010/Spicy Sushi Bento Set (หน่วย),1,265,0,247.66,,,,
,,,,,,247.66,173.36,74.77,5.23,80
สนามบินดอนเมือง,ABB-001-2602/00612,2026-02-24 22:56 นางสาว OPERATION SETUP,,,,,,,,
,,1. MED006/Sushi Bento Varity Aburi Rolls Set (หน่วย),1,385,0,359.81,,,,
,,,,,,359.81,251.87,108.41,7.59,116
สนามบินดอนเมือง,ABB-001-2602/00615,2026-02-25 05:51 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00616,2026-02-25 05:58 นางสาว YUII YUII,,,,,,,,
,,1. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00617,2026-02-25 06:07 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00618,2026-02-25 06:15 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00619,2026-02-25 06:29 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00620,2026-02-25 06:44 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00621,2026-02-25 06:45 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00622,2026-02-25 06:49 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,45.79,0,45.79,3.21,49
สนามบินดอนเมือง,ABB-001-2602/00623,2026-02-25 06:57 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,232.71,0,232.71,16.29,249
สนามบินดอนเมือง,ABB-001-2602/00624,2026-02-25 06:58 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00625,2026-02-25 06:59 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00626,2026-02-25 07:14 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00627,2026-02-25 07:34 นางสาว YUII YUII,,,,,,,,
,,1. BEV004/Pepsi Max (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,4.21,24.3,1.7,26
สนามบินดอนเมือง,ABB-001-2602/00628,2026-02-25 07:36 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),3,10,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00629,2026-02-25 07:49 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00630,2026-02-25 08:06 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,2. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,,,,,242.99,0,242.99,17.01,260
สนามบินดอนเมือง,ABB-001-2602/00631,2026-02-25 08:16 นางสาว YUII YUII,,,,,,,,
,,1. DON001/Oyakodon (หน่วย),1,140,0,130.84,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,3. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00632,2026-02-25 08:37 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00633,2026-02-25 08:38 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00634,2026-02-25 08:49 นางสาว YUII YUII,,,,,,,,
,,1. DON004/Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00635,2026-02-25 08:53 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00636,2026-02-25 08:55 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00637,2026-02-25 08:56 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. DON008/Tori Teriyaki Don (หน่วย),1,130,0,121.5,,,,
,,,,,,130.84,0,130.84,9.16,140
สนามบินดอนเมือง,ABB-001-2602/00638,2026-02-25 08:58 นางสาว YUII YUII,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,2. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,420.56,0,420.56,29.44,450
สนามบินดอนเมือง,ABB-001-2602/00639,2026-02-25 08:59 นางสาว YUII YUII,,,,,,,,
,,1. MINI002/Salmon Aburi Sushi 7 pcs. (หน่วย),1,230,0,214.95,,,,
,,,,,,214.95,0,214.95,15.05,230
สนามบินดอนเมือง,ABB-001-2602/00640,2026-02-25 09:01 นางสาว YUII YUII,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,200,0,200,14,214
สนามบินดอนเมือง,ABB-001-2602/00641,2026-02-25 09:02 นางสาว YUII YUII,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,30.84,174.77,12.23,187
สนามบินดอนเมือง,ABB-001-2602/00642,2026-02-25 09:07 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00643,2026-02-25 09:07 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00644,2026-02-25 09:20 นางสาว YUII YUII,,,,,,,,
,,1. DON001/Oyakodon (หน่วย),1,140,0,130.84,,,,
,,,,,,130.84,0,130.84,9.16,140
สนามบินดอนเมือง,ABB-001-2602/00645,2026-02-25 09:21 นางสาว YUII YUII,,,,,,,,
,,1. DON006/Saba Teriyaki Don (หน่วย),1,155,0,144.86,,,,
,,,,,,144.86,0,144.86,10.14,155
สนามบินดอนเมือง,ABB-001-2602/00646,2026-02-25 09:21 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00647,2026-02-25 09:31 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00648,2026-02-25 09:39 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00649,2026-02-25 09:46 นางสาว YUII YUII,,,,,,,,
,,1. DON004/Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,29.44,167.29,11.71,179
สนามบินดอนเมือง,ABB-001-2602/00650,2026-02-25 09:53 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00651,2026-02-25 10:00 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV008/Sprite (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00652,2026-02-25 10:02 นางสาว YUII YUII,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,2. DON009/Unagi Don (หน่วย),1,385,0,359.81,,,,
,,,,,,556.07,0,556.07,38.93,595
สนามบินดอนเมือง,ABB-001-2602/00653,2026-02-25 10:08 นางสาว YUII YUII,,,,,,,,
,,1. BEV003/Pepsi (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00654,2026-02-25 10:13 นางสาว YUII YUII,,,,,,,,
,,1. MINI007/Sushi Bento Veggie 1 (หน่วย),1,175,0,163.55,,,,
,,2. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,3. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,272.9,0,272.9,19.1,292
สนามบินดอนเมือง,ABB-001-2602/00655,2026-02-25 10:13 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00656,2026-02-25 10:14 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00657,2026-02-25 10:18 นางสาว YUII YUII,,,,,,,,
,,1. MED007/Sushi Bento Mori Set (หน่วย),1,310,0,289.72,,,,
,,,,,,289.72,0,289.72,20.28,310
สนามบินดอนเมือง,ABB-001-2602/00658,2026-02-25 10:19 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00659,2026-02-25 10:23 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00660,2026-02-25 10:26 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00661,2026-02-25 10:30 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00662,2026-02-25 10:41 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),3,10,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00663,2026-02-25 10:53 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00664,2026-02-25 10:54 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),4,10,0,37.38,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00665,2026-02-25 10:54 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00666,2026-02-25 10:55 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00667,2026-02-25 10:55 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00668,2026-02-25 11:00 นางสาว YUII YUII,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,84.11,0,84.11,5.89,90
สนามบินดอนเมือง,ABB-001-2602/00669,2026-02-25 11:05 นางสาว YUII YUII,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00670,2026-02-25 11:06 นางสาว YUII YUII,,,,,,,,
